airline,country,n_flights_in,n_passengers_in,n_seats_in,n_flights_out,n_passengers_out,year,month
Air Vanuatu,Vanuatu,2,51,352,2,219,2021,1
All Nippon Airways,Japan,25,521,4800,24,340,2021,1
American Airlines,USA,27,404,4260,27,631,2021,1
Asiana Airlines,Korea,5,142,1530,5,616,2021,1
Beijing Capital Airlines,China,3,NA,NA,3,NA,2021,1
Cathay Pacific Airways,Hong Kong (SAR),112,1134,24176,111,1165,2021,1
China Airlines,New Zealand,12,NA,NA,12,NA,2021,1
China Airlines,Taiwan,73,208,2757,73,660,2021,1
China Eastern Airlines,China,37,154,2198,37,1985,2021,1
China Southern Airlines,China,63,216,4512,63,3867,2021,1
Delta Air Lines,USA,23,649,6622,25,734,2021,1
Emirates,New Zealand,4,NA,NA,3,NA,2021,1
Emirates,United Arab Emirates,99,1565,11718,100,4536,2021,1
Etihad Airways,United Arab Emirates,48,1465,13818,47,1427,2021,1
Eva Air,Taiwan,13,NA,NA,13,NA,2021,1
Federal Express Corporation,China,NA,NA,NA,52,NA,2021,1
Federal Express Corporation,Hong Kong (SAR),NA,NA,NA,2,NA,2021,1
Federal Express Corporation,Singapore,18,NA,NA,7,NA,2021,1
Federal Express Corporation,USA,46,NA,NA,NA,NA,2021,1
Fiji Airways,Fiji,19,343,3028,18,343,2021,1
Garuda Indonesia,Indonesia,17,380,3840,20,560,2021,1
Hainan Airlines,China,12,NA,NA,12,NA,2021,1
Hong Kong Airlines,Hong Kong (SAR),16,NA,NA,16,NA,2021,1
Japan Airlines,Japan,30,323,2046,30,220,2021,1
Jetstar,New Zealand,6,443,1116,6,14,2021,1
Kalitta Air,USA,34,NA,NA,33,NA,2021,1
Korean Air,Korea,2,25,544,2,84,2021,1
LATAM Airlines,Chile,3,26,303,NA,NA,2021,1
Malaysia Airlines,Malaysia,63,428,3480,62,756,2021,1
Malindo Air,Malaysia,NA,NA,NA,1,167,2021,1
Nauru Airlines,Nauru,11,86,384,11,114,2021,1
Philippine Airlines,Philippines,3,89,504,2,115,2021,1
Polar Air Cargo,Guam,8,NA,NA,NA,NA,2021,1
Polar Air Cargo,Japan,25,NA,NA,24,NA,2021,1
Polar Air Cargo,Korea,NA,NA,NA,8,NA,2021,1
Qantas Airways,China,31,NA,NA,31,NA,2021,1
Qantas Airways,Hong Kong (SAR),31,NA,NA,32,NA,2021,1
Qantas Airways,Japan,8,NA,NA,9,NA,2021,1
Qantas Airways,New Zealand,30,430,2372,30,176,2021,1
Qantas Airways,Singapore,9,NA,NA,10,NA,2021,1
Qantas Airways,Thailand,3,NA,NA,7,NA,2021,1
Qantas Airways,USA,20,NA,NA,21,NA,2021,1
Qatar Airways,New Zealand,13,NA,NA,11,NA,2021,1
Qatar Airways,Qatar,139,4857,39258,133,4684,2021,1
Royal Brunei Airlines,Brunei,9,24,1778,9,32,2021,1
Scoot Tigerair,Singapore,47,391,6375,46,328,2021,1
Singapore Airlines,New Zealand,8,NA,NA,8,NA,2021,1
Singapore Airlines,Singapore,228,5081,49306,229,4432,2021,1
Solomon Airlines,Solomon Islands,5,75,544,5,87,2021,1
SriLankan Airlines,Sri Lanka,21,407,5220,21,2229,2021,1
Tasman Cargo Airlines,New Zealand,25,NA,NA,25,NA,2021,1
Thai Airways International,Thailand,4,94,1017,4,299,2021,1
United Airlines,New Zealand,9,NA,NA,9,NA,2021,1
United Airlines,USA,80,1161,13511,80,1697,2021,1
United Parcel Service,Korea,NA,NA,NA,20,NA,2021,1
United Parcel Service,Singapore,NA,NA,NA,4,NA,2021,1
United Parcel Service,USA,24,NA,NA,NA,NA,2021,1
Vietnam Airlines,Vietnam,13,123,1096,13,349,2021,1
Xiamen Airlines,China,9,226,2502,9,1751,2021,1
Air Caledonie International,New Caledonia,8,66,1138,8,70,2021,2
Air Canada,Canada,16,NA,NA,NA,NA,2021,2
Air Canada,New Zealand,NA,NA,NA,16,NA,2021,2
Air China,China,25,NA,NA,25,NA,2021,2
Air India,India,4,237,1024,4,511,2021,2
Air New Zealand,New Zealand,45,4267,9451,58,2876,2021,2
Air Niugini,Papua New Guinea,24,642,4362,24,614,2021,2
Air Vanuatu,Vanuatu,2,37,352,2,106,2021,2
All Nippon Airways,Japan,24,443,4320,24,327,2021,2
American Airlines,USA,26,356,3976,26,491,2021,2
Asiana Airlines,Korea,4,117,1224,4,400,2021,2
Cathay Pacific Airways,Hong Kong (SAR),74,446,16096,73,633,2021,2
China Airlines,New Zealand,7,NA,NA,7,NA,2021,2
China Airlines,Taiwan,53,128,2142,53,257,2021,2
China Eastern Airlines,China,33,180,2512,32,1115,2021,2
China Southern Airlines,China,42,125,3012,38,2887,2021,2
Delta Air Lines,USA,20,463,5719,19,618,2021,2
Emirates,New Zealand,4,NA,NA,3,NA,2021,2
Emirates,United Arab Emirates,114,1438,13496,112,2979,2021,2
Etihad Airways,United Arab Emirates,39,759,8404,38,781,2021,2
Eva Air,Taiwan,12,NA,NA,12,NA,2021,2
Federal Express Corporation,China,NA,NA,NA,42,NA,2021,2
Federal Express Corporation,Hong Kong (SAR),NA,NA,NA,3,NA,2021,2
Federal Express Corporation,Singapore,10,NA,NA,3,NA,2021,2
Federal Express Corporation,USA,38,NA,NA,NA,NA,2021,2
Fiji Airways,Fiji,17,185,2106,17,205,2021,2
Garuda Indonesia,Indonesia,27,469,3931,24,651,2021,2
Hainan Airlines,China,5,NA,NA,4,NA,2021,2
Hong Kong Airlines,Hong Kong (SAR),12,NA,NA,11,NA,2021,2
Japan Airlines,Japan,24,208,1488,25,91,2021,2
Jetstar,New Zealand,4,369,738,4,27,2021,2
Kalitta Air,USA,30,NA,NA,30,NA,2021,2
Korean Air,Korea,2,57,544,2,145,2021,2
LATAM Airlines,Chile,3,120,247,1,18,2021,2
Malaysia Airlines,Malaysia,64,314,2320,65,277,2021,2
Malaysia Airlines,New Zealand,8,NA,NA,8,NA,2021,2
Malindo Air,Malaysia,NA,NA,NA,1,154,2021,2
Nauru Airlines,Nauru,12,58,256,12,99,2021,2
Philippine Airlines,Philippines,3,121,504,2,81,2021,2
Polar Air Cargo,Guam,8,NA,NA,NA,NA,2021,2
Polar Air Cargo,Japan,24,NA,NA,24,NA,2021,2
Polar Air Cargo,Korea,NA,NA,NA,8,NA,2021,2
Qantas Airways,China,21,NA,NA,22,NA,2021,2
Qantas Airways,Hong Kong (SAR),30,NA,NA,33,NA,2021,2
Qantas Airways,Japan,8,NA,NA,8,NA,2021,2
Qantas Airways,New Zealand,27,297,1188,27,261,2021,2
Qantas Airways,Singapore,10,NA,NA,9,NA,2021,2
Qantas Airways,Thailand,4,NA,NA,7,NA,2021,2
Qantas Airways,USA,24,NA,NA,19,NA,2021,2
Qatar Airways,New Zealand,12,NA,NA,12,NA,2021,2
Qatar Airways,Qatar,131,3846,30432,129,4531,2021,2
Royal Brunei Airlines,Brunei,8,4,762,8,18,2021,2
Scoot Tigerair,Singapore,29,168,3375,29,186,2021,2
Singapore Airlines,New Zealand,4,NA,NA,5,NA,2021,2
Singapore Airlines,Singapore,205,4431,45050,204,4233,2021,2
Solomon Airlines,Solomon Islands,5,85,680,5,54,2021,2
SriLankan Airlines,Sri Lanka,22,238,5510,21,1629,2021,2
Tasman Cargo Airlines,New Zealand,25,NA,NA,25,NA,2021,2
Thai Airways International,Thailand,3,90,348,3,212,2021,2
United Airlines,New Zealand,11,NA,NA,11,NA,2021,2
United Airlines,USA,71,1026,12262,72,1165,2021,2
United Parcel Service,Korea,NA,NA,NA,18,NA,2021,2
United Parcel Service,Singapore,NA,NA,NA,3,NA,2021,2
United Parcel Service,USA,23,NA,NA,NA,NA,2021,2
Vietnam Airlines,Vietnam,5,32,274,5,NA,2021,2
Xiamen Airlines,China,8,218,2224,8,871,2021,2
Air Caledonie International,New Caledonia,9,65,1711,9,91,2021,3
Air Canada,Canada,16,NA,NA,3,NA,2021,3
Air Canada,New Zealand,NA,NA,NA,15,NA,2021,3
Air China,China,39,NA,NA,39,NA,2021,3
Air India,India,4,250,1024,5,591,2021,3
Air New Zealand,New Zealand,50,5463,10847,55,2975,2021,3
Air Niugini,Papua New Guinea,27,1067,4837,27,367,2021,3
Air Vanuatu,Vanuatu,2,54,352,2,91,2021,3
All Nippon Airways,Japan,26,474,5040,26,352,2021,3
American Airlines,USA,30,452,5396,30,700,2021,3
Asiana Airlines,Korea,4,112,1224,4,261,2021,3
Cathay Pacific Airways,Hong Kong (SAR),61,103,2338,57,290,2021,3
China Airlines,Taiwan,64,221,2142,62,289,2021,3
China Eastern Airlines,China,41,271,2826,41,1083,2021,3
China Southern Airlines,China,46,108,2016,45,3232,2021,3
Delta Air Lines,USA,28,663,7826,29,752,2021,3
Emirates,New Zealand,9,NA,NA,9,NA,2021,3
Emirates,United Arab Emirates,137,1985,12428,140,3455,2021,3
Etihad Airways,United Arab Emirates,45,721,6670,44,772,2021,3
Eva Air,Taiwan,18,NA,NA,18,NA,2021,3
Federal Express Corporation,China,NA,NA,NA,58,NA,2021,3
Federal Express Corporation,Hong Kong (SAR),NA,NA,NA,1,NA,2021,3
Federal Express Corporation,Singapore,16,NA,NA,6,NA,2021,3
Federal Express Corporation,USA,51,NA,NA,1,NA,2021,3
Fiji Airways,Fiji,18,233,2793,18,199,2021,3
Garuda Indonesia,Indonesia,39,719,3914,33,478,2021,3
Hainan Airlines,China,13,NA,NA,13,NA,2021,3
Hong Kong Airlines,Hong Kong (SAR),18,NA,NA,17,NA,2021,3
Japan Airlines,Japan,27,321,2458,25,341,2021,3
Jetstar,New Zealand,3,314,558,3,48,2021,3
Kalitta Air,Singapore,3,NA,NA,4,NA,2021,3
Kalitta Air,USA,35,NA,NA,34,NA,2021,3
Korean Air,Korea,2,71,544,2,114,2021,3
LATAM Airlines,Chile,3,NA,NA,NA,NA,2021,3
Malaysia Airlines,Malaysia,83,368,2900,82,392,2021,3
Malaysia Airlines,New Zealand,11,NA,NA,10,NA,2021,3
Nauru Airlines,Nauru,11,48,256,13,133,2021,3
Philippine Airlines,Philippines,3,114,504,2,50,2021,3
Polar Air Cargo,Guam,8,NA,NA,NA,NA,2021,3
Polar Air Cargo,Japan,25,NA,NA,23,NA,2021,3
Polar Air Cargo,Korea,NA,NA,NA,9,NA,2021,3
Qantas Airways,China,20,NA,NA,20,NA,2021,3
Qantas Airways,Hong Kong (SAR),37,NA,NA,43,NA,2021,3
Qantas Airways,Japan,9,NA,NA,9,NA,2021,3
Qantas Airways,New Zealand,29,696,1782,29,497,2021,3
Qantas Airways,Singapore,9,NA,NA,10,NA,2021,3
Qantas Airways,Thailand,4,NA,NA,9,NA,2021,3
Qantas Airways,USA,29,NA,NA,23,NA,2021,3
Qatar Airways,New Zealand,13,NA,NA,14,NA,2021,3
Qatar Airways,Qatar,145,4662,24996,144,4263,2021,3
Royal Brunei Airlines,Brunei,9,NA,NA,9,8,2021,3
Scoot Tigerair,Singapore,14,14,750,14,32,2021,3
Singapore Airlines,New Zealand,9,NA,NA,9,NA,2021,3
Singapore Airlines,Singapore,260,6559,39634,260,4723,2021,3
Solomon Airlines,Solomon Islands,4,52,544,5,43,2021,3
SriLankan Airlines,Sri Lanka,19,167,2320,19,1250,2021,3
Tasman Cargo Airlines,New Zealand,27,NA,NA,27,NA,2021,3
Thai Airways International,Thailand,10,134,1740,10,237,2021,3
United Airlines,New Zealand,1,NA,NA,1,NA,2021,3
United Airlines,USA,84,1138,13184,84,1133,2021,3
United Parcel Service,Korea,NA,NA,NA,22,NA,2021,3
United Parcel Service,Singapore,NA,NA,NA,4,NA,2021,3
United Parcel Service,USA,26,NA,NA,NA,NA,2021,3
Vietnam Airlines,Vietnam,18,283,2466,18,357,2021,3
Xiamen Airlines,China,9,302,2502,8,688,2021,3
Air Caledonie International,New Caledonia,9,77,1983,8,67,2021,4
Air Canada,Canada,16,NA,NA,15,NA,2021,4
Air China,China,24,NA,NA,24,NA,2021,4
Air India,India,4,257,1024,3,133,2021,4
Air New Zealand,New Zealand,222,21106,49243,210,23598,2021,4
Air Niugini,Papua New Guinea,30,818,5650,30,191,2021,4
Air Vanuatu,Vanuatu,2,64,352,2,164,2021,4
AirAsia X,Malaysia,2,NA,NA,2,NA,2021,4
All Nippon Airways,Japan,25,496,5280,25,434,2021,4
American Airlines,USA,31,737,8520,29,1016,2021,4
Asiana Airlines,Korea,5,127,1530,4,251,2021,4
Cathay Pacific Airways,Hong Kong (SAR),54,492,11754,57,388,2021,4
China Airlines,Taiwan,65,65,1530,65,242,2021,4
China Eastern Airlines,China,41,267,2686,41,883,2021,4
China Southern Airlines,China,16,178,3518,16,2355,2021,4
Delta Air Lines,USA,25,474,7525,24,409,2021,4
Emirates,New Zealand,5,NA,NA,5,NA,2021,4
Emirates,United Arab Emirates,124,1767,15986,129,3388,2021,4
Etihad Airways,United Arab Emirates,43,1059,10986,44,829,2021,4
Eva Air,Taiwan,19,34,608,19,61,2021,4
Federal Express Corporation,China,NA,NA,NA,54,NA,2021,4
Federal Express Corporation,Hong Kong (SAR),NA,NA,NA,1,NA,2021,4
Federal Express Corporation,Singapore,15,NA,NA,6,NA,2021,4
Federal Express Corporation,USA,48,NA,NA,NA,NA,2021,4
Fiji Airways,Fiji,18,309,2159,18,90,2021,4
Garuda Indonesia,Indonesia,17,593,4278,18,434,2021,4
Hainan Airlines,China,13,NA,NA,13,NA,2021,4
Hong Kong Airlines,Hong Kong (SAR),23,NA,NA,16,NA,2021,4
Japan Airlines,Japan,26,293,2418,27,454,2021,4
Jetstar,New Zealand,25,1717,4644,24,2802,2021,4
Kalitta Air,Singapore,24,NA,NA,26,NA,2021,4
Kalitta Air,USA,35,NA,NA,31,NA,2021,4
Korean Air,Korea,2,62,544,2,132,2021,4
LATAM Airlines,Chile,2,NA,NA,NA,NA,2021,4
Malaysia Airlines,Malaysia,112,450,2350,107,187,2021,4
Malaysia Airlines,New Zealand,7,NA,NA,7,NA,2021,4
Nauru Airlines,Nauru,13,120,384,12,48,2021,4
Philippine Airlines,Philippines,1,58,168,1,31,2021,4
Qantas Airways,China,14,NA,NA,14,NA,2021,4
Qantas Airways,Hong Kong (SAR),42,NA,NA,45,NA,2021,4
Qantas Airways,Japan,7,NA,NA,9,NA,2021,4
Qantas Airways,New Zealand,152,6317,27659,154,11888,2021,4
Qantas Airways,Singapore,9,NA,NA,8,NA,2021,4
Qantas Airways,Thailand,5,NA,NA,8,NA,2021,4
Qantas Airways,USA,26,NA,NA,21,NA,2021,4
Qatar Airways,New Zealand,13,NA,NA,12,NA,2021,4
Qatar Airways,Qatar,138,4214,29244,137,3660,2021,4
Royal Brunei Airlines,Brunei,9,15,1524,9,13,2021,4
Scoot Tigerair,Singapore,47,310,10454,47,236,2021,4
Singapore Airlines,New Zealand,8,NA,NA,8,NA,2021,4
Singapore Airlines,Singapore,235,5626,52632,235,5138,2021,4
Solomon Airlines,Solomon Islands,5,142,680,5,104,2021,4
SriLankan Airlines,Sri Lanka,33,355,6960,33,883,2021,4
Tasman Cargo Airlines,New Zealand,24,NA,NA,24,NA,2021,4
Thai Airways International,Thailand,7,155,1392,7,150,2021,4
United Airlines,USA,87,1094,13179,86,1135,2021,4
United Parcel Service,Korea,NA,NA,NA,21,NA,2021,4
United Parcel Service,Singapore,NA,NA,NA,5,NA,2021,4
United Parcel Service,USA,26,NA,NA,NA,NA,2021,4
Vietnam Airlines,Vietnam,18,211,2466,16,NA,2021,4
Xiamen Airlines,China,11,341,3058,12,748,2021,4
Air Caledonie International,New Caledonia,9,82,2286,9,77,2021,5
Air Canada,Canada,19,NA,NA,18,NA,2021,5
Air China,China,21,NA,NA,21,NA,2021,5
Air New Zealand,New Zealand,484,53990,101421,476,50990,2021,5
Air New Zealand,USA,4,NA,NA,NA,NA,2021,5
Air Niugini,Papua New Guinea,33,684,6100,34,446,2021,5
Air Vanuatu,Vanuatu,3,255,528,3,180,2021,5
AirAsia X,Malaysia,7,28,2262,7,6,2021,5
All Nippon Airways,Japan,22,530,5280,23,332,2021,5
American Airlines,USA,31,638,8804,31,1193,2021,5
Asiana Airlines,Korea,4,105,1224,5,276,2021,5
Cathay Pacific Airways,Hong Kong (SAR),67,689,13988,68,670,2021,5
Cebu Pacific Air,Philippines,3,NA,NA,3,NA,2021,5
China Airlines,Taiwan,56,NA,NA,56,NA,2021,5
China Eastern Airlines,China,51,229,2400,51,905,2021,5
China Southern Airlines,China,28,180,4138,28,2314,2021,5
Delta Air Lines,USA,29,599,8729,30,730,2021,5
Emirates,New Zealand,4,NA,NA,5,NA,2021,5
Emirates,United Arab Emirates,121,1678,17052,118,2297,2021,5
Etihad Airways,United Arab Emirates,42,1340,11210,42,695,2021,5
Eva Air,Taiwan,18,68,608,18,102,2021,5
Federal Express Corporation,China,NA,NA,NA,60,NA,2021,5
Federal Express Corporation,Hong Kong (SAR),NA,NA,NA,1,NA,2021,5
Federal Express Corporation,Singapore,11,NA,NA,4,NA,2021,5
Federal Express Corporation,USA,54,NA,NA,NA,NA,2021,5
Fiji Airways,Fiji,15,110,880,15,NA,2021,5
Garuda Indonesia,Indonesia,12,305,3792,12,314,2021,5
Hainan Airlines,China,6,NA,NA,5,NA,2021,5
Hong Kong Airlines,Hong Kong (SAR),26,NA,NA,24,NA,2021,5
Japan Airlines,Japan,23,297,3554,24,362,2021,5
Jetstar,New Zealand,69,7327,12810,69,7026,2021,5
Kalitta Air,Korea,NA,NA,NA,1,NA,2021,5
Kalitta Air,Singapore,24,NA,NA,25,NA,2021,5
Kalitta Air,USA,35,NA,NA,36,NA,2021,5
Korean Air,Korea,2,56,560,2,119,2021,5
LATAM Airlines,Chile,1,NA,NA,NA,NA,2021,5
Malaysia Airlines,Malaysia,91,79,1450,92,279,2021,5
Nauru Airlines,Nauru,13,66,256,12,94,2021,5
Philippine Airlines,Philippines,3,236,504,3,101,2021,5
Qantas Airways,China,14,NA,NA,16,NA,2021,5
Qantas Airways,Hong Kong (SAR),39,NA,NA,38,NA,2021,5
Qantas Airways,India,NA,NA,NA,5,NA,2021,5
Qantas Airways,Japan,14,NA,NA,13,NA,2021,5
Qantas Airways,New Zealand,302,24885,59459,300,23605,2021,5
Qantas Airways,Singapore,8,NA,NA,8,NA,2021,5
Qantas Airways,Thailand,4,NA,NA,6,NA,2021,5
Qantas Airways,USA,32,NA,NA,22,NA,2021,5
Qatar Airways,New Zealand,13,NA,NA,13,NA,2021,5
Qatar Airways,Qatar,146,4732,33555,146,3720,2021,5
Royal Brunei Airlines,Brunei,8,14,762,8,10,2021,5
Scoot Tigerair,Singapore,53,512,17625,52,421,2021,5
Singapore Airlines,New Zealand,8,NA,NA,8,NA,2021,5
Singapore Airlines,Singapore,264,6775,66208,264,5393,2021,5
Solomon Airlines,Solomon Islands,4,104,544,4,114,2021,5
SriLankan Airlines,Sri Lanka,29,443,5510,29,68,2021,5
Tasman Cargo Airlines,New Zealand,27,NA,NA,27,NA,2021,5
Tasman Cargo Airlines,Singapore,22,NA,NA,22,NA,2021,5
Thai Airways International,Thailand,3,107,1044,3,81,2021,5
United Airlines,USA,89,1240,15008,88,1443,2021,5
United Parcel Service,Korea,NA,NA,NA,23,NA,2021,5
United Parcel Service,Singapore,NA,NA,NA,4,NA,2021,5
United Parcel Service,USA,26,NA,NA,NA,NA,2021,5
Vietnam Airlines,Vietnam,19,241,2503,19,294,2021,5
Xiamen Airlines,China,10,287,2780,10,680,2021,5
Air Caledonie International,New Caledonia,8,63,2020,9,100,2021,6
Air Canada,Canada,16,NA,NA,18,NA,2021,6
Air Chathams,New Zealand,3,65,140,3,72,2021,6
Air China,China,18,NA,NA,18,NA,2021,6
Air New Zealand,New Zealand,364,47580,79119,359,43654,2021,6
Air New Zealand,USA,5,NA,NA,4,NA,2021,6
Air Niugini,Papua New Guinea,35,623,6339,34,514,2021,6
Air Vanuatu,Vanuatu,3,255,528,3,195,2021,6
AirAsia X,Malaysia,4,11,377,4,2,2021,6
All Nippon Airways,Japan,26,522,5040,25,344,2021,6
American Airlines,USA,29,711,8236,29,1273,2021,6
Asiana Airlines,Korea,4,113,1224,4,283,2021,6
Cathay Pacific Airways,Hong Kong (SAR),101,1144,24058,101,1132,2021,6
China Airlines,Taiwan,66,NA,NA,66,NA,2021,6
China Eastern Airlines,China,50,239,2670,47,1214,2021,6
China Southern Airlines,China,55,215,3746,55,2129,2021,6
Delta Air Lines,USA,30,609,9030,30,868,2021,6
Emirates,New Zealand,5,NA,NA,4,NA,2021,6
Emirates,United Arab Emirates,123,1844,17054,118,2872,2021,6
Etihad Airways,United Arab Emirates,44,1366,12716,44,808,2021,6
Eva Air,Taiwan,21,59,646,21,45,2021,6
Federal Express Corporation,China,NA,NA,NA,50,NA,2021,6
Federal Express Corporation,Hong Kong (SAR),NA,NA,NA,3,NA,2021,6
Federal Express Corporation,Singapore,17,NA,NA,5,NA,2021,6
Federal Express Corporation,USA,42,NA,NA,NA,NA,2021,6
Fiji Airways,Fiji,19,320,1622,17,10,2021,6
Garuda Indonesia,Indonesia,8,280,2682,8,389,2021,6
Hainan Airlines,China,19,NA,NA,18,NA,2021,6
Hong Kong Airlines,Hong Kong (SAR),23,NA,NA,19,NA,2021,6
Japan Airlines,Japan,27,384,3554,26,194,2021,6
Jetstar,New Zealand,39,5125,7254,39,5604,2021,6
Kalitta Air,Hong Kong (SAR),NA,NA,NA,38,NA,2021,6
Kalitta Air,Singapore,25,NA,NA,19,NA,2021,6
Kalitta Air,USA,33,NA,NA,NA,NA,2021,6
Korean Air,Korea,2,46,560,2,93,2021,6
Malaysia Airlines,Malaysia,82,101,1160,78,132,2021,6
Nauru Airlines,Nauru,12,72,256,13,60,2021,6
Philippine Airlines,Philippines,2,119,336,2,50,2021,6
Qantas Airways,China,12,NA,NA,14,NA,2021,6
Qantas Airways,Hong Kong (SAR),34,NA,NA,41,NA,2021,6
Qantas Airways,India,NA,NA,NA,6,NA,2021,6
Qantas Airways,Japan,17,NA,NA,17,NA,2021,6
Qantas Airways,Korea,NA,NA,NA,1,NA,2021,6
Qantas Airways,New Zealand,232,21089,42862,212,21264,2021,6
Qantas Airways,Singapore,3,NA,NA,5,NA,2021,6
Qantas Airways,Thailand,4,NA,NA,9,NA,2021,6
